satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary
0.57,0.88,middle,176,middle,0,0,0,support,low
0.69,0.94,many,239,middle,0,0,0,technical,low
0.69,0.36,many,269,long,1,0,0,marketing,medium
0.5,0.54,little,269,short,1,0,0,sales,medium
0.59,0.86,many,260,short,0,0,0,sales,medium
0.53,0.87,many,158,middle,0,0,0,sales,medium
0.94,0.85,many,180,long,0,0,0,sales,medium
0.76,0.77,many,133,short,0,0,0,sales,high
0.2,0.58,many,199,long,0,0,0,sales,low
0.97,0.67,middle,169,short,1,0,0,sales,medium
0.55,0.91,many,199,middle,0,0,0,sales,low
0.99,0.64,many,218,long,0,0,0,accounting,low
0.88,0.77,many,224,long,1,0,0,hr,low
0.82,0.51,middle,210,short,0,0,0,technical,low
0.59,0.68,many,273,short,0,0,0,technical,low
0.4,0.65,many,172,short,1,0,0,technical,low
0.56,0.99,middle,209,short,0,0,0,technical,low
0.87,0.57,many,175,short,1,0,0,technical,low
0.5,0.53,many,239,middle,0,0,0,technical,medium
0.71,0.96,many,131,middle,0,0,0,support,medium
0.32,0.55,many,167,long,0,0,0,support,medium
0.96,0.88,many,269,short,0,0,0,support,medium
0.26,0.7,middle,238,long,0,0,0,support,medium
0.51,0.9,many,193,long,0,0,0,support,medium
0.67,0.52,little,152,long,0,0,0,technical,medium
0.36,0.77,many,252,short,0,0,0,management,medium
0.96,0.6,many,170,short,1,0,0,product_mng,low
0.59,0.97,many,242,middle,0,0,0,product_mng,low
0.8,0.87,many,209,middle,0,0,0,product_mng,low
0.94,0.58,many,215,short,0,0,0,RandD,low
0.74,0.95,many,237,middle,1,0,0,marketing,medium
0.14,0.8,many,226,middle,0,0,0,sales,medium
0.51,0.51,middle,272,middle,0,0,0,sales,medium
0.16,0.72,many,192,long,0,0,0,sales,high
0.92,0.8,middle,211,long,0,0,0,sales,low
0.26,0.69,many,180,middle,1,0,0,accounting,low
0.5,0.53,middle,191,short,1,0,0,hr,low
0.96,0.63,many,142,long,0,0,0,technical,medium
0.5,0.74,many,256,middle,1,0,0,support,medium
0.92,0.65,many,135,middle,0,0,0,support,medium
0.4,0.85,many,99,short,1,0,0,support,high
0.54,0.45,many,137,middle,1,0,0,management,medium
0.12,0.39,many,161,long,0,0,0,IT,low
0.31,0.59,many,138,short,0,0,0,RandD,low
0.64,0.85,middle,250,middle,0,0,0,marketing,low
0.65,0.81,many,192,middle,0,0,0,accounting,low
0.69,0.76,many,257,long,0,0,0,technical,low
0.33,0.4,many,214,long,0,0,0,marketing,medium
0.76,0.6,many,279,short,0,0,0,sales,medium
0.83,0.64,many,272,short,0,0,0,sales,medium
0.84,0.65,middle,269,short,0,0,0,sales,low
0.69,0.75,many,201,middle,0,0,0,accounting,low
0.18,0.99,many,160,long,0,0,0,accounting,low
0.98,0.69,middle,274,middle,0,0,0,hr,low
0.3,0.88,many,245,long,0,0,0,hr,low
0.76,0.9,middle,279,long,0,0,0,hr,medium
0.67,0.96,many,207,middle,0,0,0,technical,medium
0.12,0.84,many,218,long,0,0,0,technical,medium
0.75,0.78,little,264,middle,1,0,0,technical,medium
0.99,0.75,middle,243,middle,0,0,0,support,medium
0.14,0.98,many,172,long,0,0,0,support,medium
0.49,0.52,middle,225,short,0,0,0,technical,high
0.24,0.65,many,210,long,0,0,0,management,high
0.78,0.63,many,111,long,0,0,0,IT,high
0.94,0.73,many,142,short,1,0,0,IT,high
0.97,0.88,many,139,short,0,0,0,product_mng,high
0.7,0.38,many,270,short,0,0,0,RandD,low
0.8,0.78,many,266,middle,0,0,0,RandD,low
0.36,0.63,little,278,long,0,0,0,RandD,low
0.4,0.61,middle,165,short,0,0,0,RandD,low
0.92,0.67,middle,149,middle,0,0,0,sales,low
0.68,1,middle,205,long,0,0,0,accounting,low
0.33,0.72,little,173,short,0,0,0,marketing,low
0.19,0.48,many,178,middle,1,0,0,sales,medium
0.86,0.64,many,263,middle,0,0,0,sales,medium
0.16,0.76,many,218,long,0,0,0,sales,medium
0.43,0.46,little,239,middle,1,0,0,sales,medium
0.45,0.79,many,97,long,1,0,0,accounting,high
0.61,0.62,middle,191,middle,0,0,0,technical,low
0.51,0.76,middle,256,short,0,0,0,technical,medium
0.6,0.85,little,226,short,1,0,0,technical,medium
0.54,0.62,little,141,short,0,0,0,technical,medium
0.8,0.81,middle,199,long,1,0,0,support,medium
0.84,0.98,many,134,long,1,0,0,support,medium
0.92,0.79,middle,243,long,0,0,0,support,medium
0.7,0.75,many,204,middle,0,0,0,technical,medium
0.9,0.81,many,273,long,0,0,0,technical,medium
0.84,0.72,many,222,short,0,0,0,IT,low
0.66,0.89,many,139,middle,0,0,0,product_mng,medium
0.32,0.42,many,114,middle,0,0,0,product_mng,medium
0.81,0.51,middle,162,short,0,0,0,IT,medium
0.42,0.48,many,191,long,0,0,0,RandD,medium
0.49,0.59,many,265,middle,0,0,0,RandD,low
0.49,0.99,many,258,middle,1,0,0,sales,low
0.49,0.63,middle,175,short,0,0,0,accounting,low
0.51,0.59,middle,238,middle,0,0,0,support,high
0.64,0.52,middle,166,middle,0,0,0,technical,low
0.87,0.68,many,236,long,0,0,0,sales,high
0.73,0.68,many,133,short,0,0,0,sales,low
0.21,0.93,many,189,short,1,0,0,sales,medium
0.41,0.56,little,121,short,0,0,0,sales,medium
0.96,0.9,many,198,short,0,0,0,sales,medium
0.5,0.76,little,107,long,0,0,0,sales,high
0.74,0.54,many,167,short,0,0,0,sales,medium
0.21,0.76,many,219,long,1,0,0,sales,medium
0.9,0.66,many,137,short,0,0,0,accounting,low
0.74,0.99,many,193,middle,0,0,0,accounting,low
0.6,0.73,middle,140,long,1,0,0,hr,low
0.92,0.59,many,190,long,0,0,0,technical,high
0.59,0.67,many,271,short,0,0,0,support,medium
0.67,0.72,many,192,middle,1,0,0,support,medium
0.17,0.6,many,144,long,0,0,0,technical,medium
0.61,0.86,many,153,long,0,0,0,IT,medium
0.72,0.9,middle,193,middle,0,0,0,IT,medium
0.86,0.53,many,155,middle,0,0,0,marketing,high
0.52,0.37,middle,137,long,0,0,0,sales,low
0.5,0.99,many,272,short,0,0,0,sales,medium
0.35,0.37,many,153,short,0,0,0,sales,medium
0.66,0.95,many,224,short,0,0,0,sales,medium
0.75,0.71,many,205,middle,0,0,0,sales,medium
0.86,0.57,many,183,middle,0,0,0,sales,low
0.49,0.42,little,266,middle,0,0,0,accounting,low
0.64,0.83,many,179,middle,0,0,0,hr,low
0.93,0.53,middle,217,middle,0,0,0,hr,low
0.52,0.49,many,170,middle,0,0,0,technical,low
0.24,0.91,many,258,long,0,0,0,support,low
0.77,0.49,many,274,short,1,0,0,support,medium
0.78,0.99,little,188,short,0,0,0,technical,medium
0.56,0.57,middle,205,middle,0,0,0,technical,medium
0.69,0.85,many,246,middle,0,0,0,IT,medium
0.78,0.83,many,158,middle,0,0,0,IT,high
0.77,0.91,many,268,middle,1,0,0,IT,medium
0.8,0.63,many,211,short,0,0,0,product_mng,medium
0.51,0.51,middle,274,short,0,0,0,product_mng,medium
0.58,0.53,middle,287,long,0,0,0,IT,low
0.58,0.83,middle,226,middle,0,0,0,RandD,low
0.78,0.77,little,177,long,0,0,0,support,low
0.54,0.97,many,233,middle,1,0,0,marketing,low
0.34,0.59,little,164,short,0,0,0,sales,low
0.67,0.83,many,269,short,0,0,0,sales,medium
1,0.88,many,240,long,0,0,0,sales,medium
0.37,0.7,little,188,short,0,0,0,sales,high
0.78,0.5,middle,167,short,0,0,0,sales,low
0.24,0.64,many,190,long,0,0,0,sales,medium
0.49,0.7,many,168,middle,0,0,0,accounting,medium
0.82,0.94,middle,253,short,0,0,0,hr,low
0.97,0.94,middle,180,middle,0,0,0,hr,low
0.98,0.64,many,134,middle,1,0,0,technical,low
0.25,0.98,many,166,long,1,0,0,technical,low
0.67,0.83,middle,148,middle,0,0,0,support,low
0.64,0.53,many,133,middle,0,0,0,support,low
0.9,0.74,middle,260,short,0,0,0,support,medium
0.96,0.51,many,152,middle,0,0,0,support,medium
0.95,0.89,many,132,long,0,0,0,technical,medium
0.75,0.98,many,170,long,0,0,0,management,medium
0.9,0.67,middle,165,short,0,0,0,IT,high
0.75,0.81,middle,214,middle,0,0,0,IT,low
0.42,0.6,little,188,middle,0,0,0,product_mng,medium
0.59,0.59,middle,141,middle,0,0,0,RandD,low
0.8,0.82,middle,218,middle,0,0,0,sales,low
0.51,0.96,middle,149,long,0,0,0,accounting,low
0.89,0.96,many,239,middle,0,0,0,support,low
0.63,0.85,many,214,short,0,0,0,marketing,low
0.68,0.48,many,113,short,0,0,0,marketing,low
0.74,0.69,many,244,short,0,0,0,sales,low
0.9,0.91,many,176,middle,0,0,0,sales,medium
0.7,0.67,many,136,middle,0,0,0,sales,medium
0.84,0.71,many,222,short,0,0,0,sales,medium
0.59,0.87,many,183,short,0,0,0,sales,medium
0.53,0.49,middle,158,middle,0,0,0,sales,medium
0.79,0.52,middle,134,short,1,0,0,sales,medium
0.51,0.53,middle,223,short,1,0,0,accounting,low
0.84,0.9,middle,196,middle,1,0,0,hr,low
0.8,0.75,many,217,short,0,0,0,technical,low
0.57,0.7,middle,172,middle,0,0,0,technical,low
0.92,0.55,many,183,middle,0,0,0,technical,low
0.85,0.67,many,163,middle,0,0,0,technical,low
0.57,0.8,many,262,middle,0,0,0,technical,low
0.49,0.52,many,251,short,0,0,0,support,low
0.9,0.83,middle,273,long,0,0,0,support,medium
0.71,0.69,middle,274,middle,0,0,0,support,medium
0.96,0.53,middle,158,long,0,0,0,technical,medium
0.68,0.85,middle,209,short,0,0,0,management,medium
0.56,0.64,middle,206,short,0,0,0,IT,medium
0.65,0.56,middle,230,short,0,0,0,IT,high
0.66,0.65,many,244,short,0,0,0,IT,medium
0.94,0.8,many,245,middle,1,0,0,product_mng,medium
0.59,0.89,many,143,middle,1,0,0,IT,low
0.85,0.58,many,167,long,0,0,0,RandD,low
0.71,0.73,middle,274,middle,0,0,0,marketing,low
0.99,0.65,middle,209,short,1,0,0,support,low
0.82,0.71,many,208,short,0,0,0,management,low
0.72,0.68,many,162,long,0,0,0,marketing,low
0.55,0.87,many,200,middle,0,0,0,marketing,low
0.56,0.43,little,169,middle,0,0,0,sales,medium
0.42,0.8,many,279,long,0,0,0,sales,medium
0.76,0.72,middle,275,long,1,0,0,sales,medium
0.38,0.42,little,127,long,0,0,0,sales,medium
0.8,0.51,many,141,middle,1,0,0,sales,medium
0.69,0.8,many,263,middle,1,0,0,accounting,medium
0.92,0.76,many,246,short,1,0,0,accounting,low
0.89,0.93,middle,181,middle,0,0,0,hr,low
0.66,0.69,middle,182,middle,1,0,0,technical,low
0.78,0.64,middle,169,short,1,0,0,technical,medium
0.68,0.95,many,146,short,0,0,0,technical,medium
0.89,0.98,middle,214,middle,0,0,0,technical,medium
0.76,0.97,many,219,short,0,0,0,support,medium
0.7,0.87,middle,158,short,0,0,0,support,medium
0.29,0.4,many,205,middle,0,0,0,technical,medium
0.91,0.48,middle,224,middle,0,0,0,technical,medium
0.27,0.48,middle,97,long,0,0,0,IT,medium
0.7,0.43,many,253,middle,0,0,0,IT,high
0.63,0.68,many,191,short,0,0,0,IT,high
0.28,0.52,middle,127,long,0,0,0,product_mng,high
0.83,0.51,many,215,middle,0,0,0,product_mng,high
0.33,0.77,middle,216,middle,0,0,0,RandD,high
0.93,0.97,many,137,long,0,0,0,RandD,low
0.51,0.54,many,166,long,1,0,0,sales,low
0.59,0.51,little,126,middle,0,0,0,sales,medium
0.52,0.39,many,246,long,0,0,0,sales,medium
0.55,0.49,middle,205,middle,0,0,0,sales,medium
0.98,0.61,middle,272,middle,0,0,0,sales,medium
0.96,0.83,middle,233,middle,0,0,0,sales,medium
0.8,0.78,middle,251,middle,0,0,0,sales,high
0.89,0.88,middle,203,middle,0,0,0,accounting,high
0.94,0.81,middle,196,middle,0,0,0,technical,medium
0.79,0.99,many,177,middle,1,0,0,support,medium
0.85,0.68,middle,272,short,1,0,0,support,medium
0.7,0.83,many,182,middle,0,0,0,support,medium
0.57,0.75,many,172,long,0,0,0,support,medium
0.83,0.99,middle,226,middle,0,0,0,support,medium
0.71,0.96,middle,132,short,0,0,0,support,medium
0.59,0.69,many,207,short,0,0,0,technical,medium
0.63,0.81,many,189,middle,0,0,0,technical,medium
0.15,0.55,middle,255,middle,1,0,0,product_mng,medium
0.59,0.79,middle,217,long,0,0,0,product_mng,medium
0.55,0.87,middle,215,short,0,0,0,RandD,medium
0.63,0.52,middle,183,short,0,0,0,technical,low
0.82,0.55,middle,207,short,0,0,0,marketing,high
0.54,0.48,middle,275,short,0,0,0,sales,high
0.55,0.97,many,125,long,0,0,0,sales,medium
0.84,0.55,many,270,middle,1,0,0,sales,medium
0.61,0.56,little,123,short,0,0,0,sales,medium
0.86,0.87,middle,268,short,0,0,0,sales,high
0.6,0.74,many,174,middle,0,0,0,accounting,low
0.86,0.92,middle,162,middle,1,0,0,accounting,medium
0.64,0.5,middle,146,middle,0,0,0,technical,low
0.6,0.4,middle,146,long,1,0,0,technical,low
0.59,0.45,little,171,short,0,0,0,technical,low
0.7,0.8,many,245,long,0,0,0,support,high
0.96,0.73,middle,193,middle,1,0,0,support,high
0.7,0.57,middle,179,short,0,0,0,support,low
0.18,0.76,many,173,long,0,0,0,support,medium
0.69,0.91,many,150,long,0,0,0,IT,medium
0.84,0.52,middle,232,long,0,0,0,product_mng,low
0.98,0.8,many,142,short,0,0,0,IT,medium
0.9,0.5,many,139,short,0,0,0,accounting,low
0.6,0.52,many,140,middle,0,0,0,support,low
0.97,0.81,many,266,short,0,0,0,sales,low
0.7,0.69,many,154,short,0,0,0,sales,low
0.78,0.82,many,142,short,1,0,0,sales,low
0.89,0.87,little,270,long,1,0,0,sales,medium
0.52,0.83,middle,153,short,0,0,0,sales,medium
0.98,0.94,middle,179,middle,0,0,0,sales,medium
1,0.68,middle,132,short,0,0,0,sales,medium
0.76,1,many,265,short,0,0,0,accounting,low
0.61,0.62,many,269,long,0,0,0,accounting,medium
0.74,0.9,many,156,long,0,0,0,hr,medium
0.79,0.97,middle,271,short,0,0,0,hr,medium
0.59,0.75,many,194,short,0,0,0,technical,low
0.26,0.95,middle,195,long,0,0,0,support,low
0.44,0.83,many,210,short,0,0,0,IT,medium
0.51,0.71,many,154,short,0,0,0,product_mng,medium
0.52,0.76,many,106,short,1,0,0,product_mng,low
0.56,0.44,little,130,middle,0,0,0,support,low
0.95,0.95,many,204,middle,1,0,0,marketing,low
0.6,0.77,many,163,middle,1,0,0,marketing,low
0.55,0.55,many,211,long,0,0,0,sales,low
0.64,0.78,many,156,long,1,0,0,sales,low
0.99,0.64,many,135,short,1,0,0,sales,low
0.7,0.39,many,285,long,0,0,0,sales,low
0.96,0.48,many,222,middle,0,0,0,sales,medium
0.87,0.84,middle,172,middle,0,0,0,sales,medium
0.53,0.56,many,249,short,0,0,0,sales,medium
0.83,0.59,many,197,long,0,0,0,sales,medium
0.49,0.98,middle,224,middle,0,0,0,hr,medium
0.85,0.96,many,165,long,0,0,0,technical,medium
0.78,0.78,middle,135,middle,0,0,0,technical,low
0.97,0.94,middle,160,middle,0,0,0,support,low
0.83,0.65,middle,231,short,0,0,0,support,low
0.42,0.51,middle,190,long,0,0,0,support,low
0.26,0.7,many,214,long,1,0,0,support,low
0.48,0.43,middle,96,middle,0,0,0,support,low
0.91,0.5,middle,276,long,0,0,0,support,low
0.58,0.6,many,147,middle,0,0,0,technical,medium
0.57,0.78,many,143,middle,0,0,0,management,medium
0.79,0.49,middle,137,short,0,0,0,IT,medium
0.3,0.76,many,224,short,0,0,0,product_mng,medium
0.58,0.74,many,180,middle,0,0,0,product_mng,high
0.51,0.95,middle,187,short,0,0,0,marketing,low
0.7,0.58,middle,205,middle,0,0,0,sales,low
0.87,1,middle,148,middle,0,0,0,marketing,low
0.5,0.89,many,223,middle,0,0,0,marketing,low
0.79,0.75,many,259,middle,0,0,0,sales,medium
0.84,0.84,middle,150,long,0,0,0,sales,medium
0.81,0.72,middle,232,middle,1,0,0,sales,medium
0.41,0.5,middle,193,middle,0,0,0,sales,medium
0.7,0.74,many,150,middle,1,0,0,technical,low
0.87,0.77,many,261,middle,0,0,0,technical,low
0.58,0.94,many,225,short,0,0,0,technical,low
0.89,0.75,many,246,middle,1,0,0,support,low
0.95,0.75,middle,247,short,0,0,0,product_mng,medium
0.24,0.39,many,152,long,0,0,0,product_mng,high
0.56,0.73,middle,226,middle,0,0,0,RandD,medium
0.62,0.68,middle,253,long,1,0,0,RandD,low
0.49,0.99,many,230,long,0,0,0,accounting,low
0.93,0.94,many,217,short,0,0,0,management,low
0.71,0.8,little,146,long,0,0,0,marketing,low
0.74,0.75,little,137,middle,1,0,0,sales,low
0.45,0.41,middle,193,short,1,0,0,sales,low
0.99,0.57,middle,189,long,1,0,0,sales,medium
0.82,0.68,little,200,middle,0,0,0,sales,medium
0.51,0.72,middle,148,short,0,0,0,accounting,medium
0.69,0.82,many,137,short,1,0,0,technical,low
0.5,0.67,little,142,middle,0,0,0,technical,low
0.52,0.58,many,134,middle,0,0,0,technical,low
0.71,1,middle,181,long,0,0,0,technical,medium
0.21,0.81,many,169,long,0,0,0,support,medium
0.15,0.84,middle,201,long,0,0,0,support,medium
0.38,0.55,little,215,long,0,0,0,support,medium
0.59,0.92,many,226,middle,0,0,0,support,medium
0.49,0.61,many,196,middle,0,0,0,support,medium
0.99,0.62,many,256,short,0,0,0,IT,medium
0.21,0.84,middle,194,short,0,0,0,IT,medium
0.84,0.81,many,152,short,1,0,0,product_mng,medium
0.97,0.69,many,134,middle,0,0,0,RandD,high
0.56,0.85,middle,109,short,0,0,0,RandD,high
0.58,0.9,many,224,middle,0,0,0,RandD,high
0.68,0.58,middle,217,short,0,0,0,marketing,high
0.82,0.73,middle,148,long,0,0,0,sales,high
0.83,0.78,many,240,middle,0,0,0,accounting,high
0.49,0.49,little,226,middle,0,0,0,support,high
0.67,0.44,many,194,short,1,0,0,sales,low
0.71,0.87,many,238,middle,0,0,0,sales,low
0.52,0.63,middle,171,short,0,0,0,sales,low
0.92,0.95,many,239,long,0,0,0,sales,medium
0.49,0.68,middle,181,middle,0,0,0,accounting,medium
0.23,0.88,many,175,long,0,0,0,technical,low
0.93,0.53,middle,257,short,1,0,0,technical,low
0.75,0.73,many,181,middle,1,0,0,technical,low
0.61,0.82,middle,271,middle,0,0,0,support,low
0.69,0.95,many,184,short,0,0,0,support,medium
0.56,0.67,many,165,middle,1,0,0,management,medium
0.86,0.71,many,235,long,0,0,0,IT,medium
0.9,0.64,middle,163,middle,0,0,0,IT,medium
0.53,0.71,many,271,middle,0,0,0,IT,medium
0.97,0.54,middle,255,short,1,0,0,RandD,high
0.82,0.76,middle,174,middle,0,0,0,sales,medium
0.17,0.88,little,206,long,0,0,0,support,medium
0.25,0.96,many,217,long,0,0,0,marketing,low
0.65,0.66,middle,164,short,0,0,0,sales,low
0.81,0.56,middle,142,middle,0,0,0,sales,low
0.58,0.53,many,181,middle,1,0,0,sales,low
0.91,0.5,many,231,middle,0,0,0,sales,high
0.86,0.71,many,250,middle,1,0,0,sales,low
0.58,0.77,many,190,long,0,0,0,sales,high
0.8,0.6,middle,247,short,0,0,0,sales,medium
0.25,0.45,middle,228,long,0,0,0,accounting,medium
0.62,0.87,middle,151,short,1,0,0,hr,medium
0.99,0.54,many,196,long,1,0,0,hr,high
0.93,0.52,middle,229,short,1,0,0,hr,medium
0.58,0.61,many,200,middle,0,0,0,technical,low
0.93,0.92,many,185,long,0,0,0,technical,low
0.74,0.63,many,238,short,0,0,0,technical,low
0.66,0.67,middle,199,short,0,0,0,technical,low
0.74,0.98,middle,196,long,1,0,0,support,low
0.65,0.84,middle,189,short,1,0,0,support,low
0.94,0.49,little,250,long,0,0,0,support,low
0.91,0.79,many,254,short,0,0,0,support,high
0.95,0.88,middle,266,short,1,0,0,support,high
0.72,0.84,little,173,short,1,0,0,management,high
0.56,0.57,many,237,short,0,0,0,IT,low
0.59,0.82,middle,162,short,0,0,0,IT,high
0.56,0.45,middle,184,middle,0,0,0,RandD,medium
0.72,0.95,middle,145,short,0,0,0,RandD,low
0.74,0.88,many,183,middle,1,0,0,accounting,medium
0.69,0.72,little,190,short,0,0,0,technical,medium
0.9,0.61,middle,185,middle,0,0,0,marketing,medium
0.49,0.87,many,171,middle,1,0,0,marketing,medium
0.58,0.98,middle,175,middle,0,0,0,sales,low
0.92,0.75,many,212,middle,0,0,0,sales,low
0.55,0.53,many,214,middle,0,0,0,sales,low
0.95,0.96,many,244,middle,0,0,0,sales,low
0.5,0.67,middle,246,middle,0,0,0,sales,low
0.42,0.73,middle,115,long,0,0,0,sales,high
0.75,0.68,middle,237,long,0,0,0,sales,low
0.88,0.93,many,177,middle,0,0,0,sales,medium
0.97,0.77,middle,245,middle,0,0,0,hr,medium
0.53,0.94,many,128,long,0,0,0,hr,medium
0.69,0.89,middle,216,long,0,0,0,technical,low
0.56,0.84,many,154,short,1,0,0,support,low
0.63,0.57,many,149,middle,0,0,0,support,low
0.91,0.53,little,273,middle,0,0,0,support,low
0.75,0.92,middle,199,middle,1,0,0,management,low
0.41,0.69,little,152,long,1,0,0,IT,low
0.82,0.89,many,275,middle,0,0,0,IT,medium
0.59,1,many,275,middle,0,0,0,RandD,medium
0.57,0.5,many,149,long,1,0,0,RandD,medium
0.54,0.63,middle,174,middle,0,0,0,marketing,low
0.35,0.78,many,275,long,0,0,0,marketing,low
0.92,0.77,many,217,long,0,0,0,marketing,low
0.94,0.61,many,199,middle,0,0,0,sales,low
0.24,0.85,many,160,long,0,0,0,sales,low
0.69,0.8,middle,177,long,0,0,0,sales,low
0.45,0.46,middle,179,short,1,0,0,sales,low
0.71,0.8,many,199,short,0,0,0,sales,low
0.73,0.69,middle,161,middle,0,0,0,sales,low
0.52,0.57,many,162,middle,0,0,0,sales,low
0.43,0.38,little,278,middle,1,0,0,sales,low
0.59,0.8,many,247,middle,0,0,0,accounting,medium
0.31,0.72,little,191,middle,0,0,0,hr,medium
0.64,0.52,many,271,short,1,0,0,hr,medium
0.82,0.58,many,249,long,0,0,0,technical,medium
0.8,0.52,middle,147,middle,1,0,0,technical,medium
0.94,0.81,many,237,middle,1,0,0,technical,low
0.48,0.54,middle,190,middle,0,0,0,technical,medium
0.75,0.82,many,143,short,0,0,0,support,low
0.53,0.82,middle,254,middle,1,0,0,technical,low
0.63,0.81,many,216,long,0,0,0,product_mng,medium
0.63,0.74,many,173,middle,0,0,0,product_mng,medium
0.89,0.81,middle,186,middle,0,0,0,product_mng,medium
0.97,0.55,many,181,long,1,0,0,RandD,medium
0.61,0.69,little,164,short,0,0,0,RandD,medium
0.68,0.72,many,274,middle,0,0,0,technical,medium
0.14,0.73,many,273,long,1,0,0,sales,low
0.83,0.88,middle,223,middle,1,0,0,sales,low
0.96,0.52,many,228,middle,0,0,0,sales,low
0.69,0.9,many,148,short,0,0,0,sales,low
0.55,0.75,middle,191,middle,0,0,0,sales,low
0.91,0.7,middle,195,middle,0,0,0,sales,medium
0.72,0.64,middle,231,short,0,0,0,accounting,medium
0.7,0.74,middle,224,middle,0,0,0,accounting,medium
0.86,0.92,many,229,long,0,0,0,accounting,medium
0.83,0.78,many,242,middle,1,0,0,hr,medium
0.88,0.58,many,213,long,0,0,0,hr,medium
0.9,0.49,middle,237,short,0,0,0,technical,medium
0.81,0.97,middle,133,middle,0,0,0,technical,medium
0.64,0.91,many,150,middle,0,0,0,technical,low
0.22,0.59,many,162,short,0,0,0,support,low
0.18,0.73,many,228,long,0,0,0,support,low
0.69,0.63,little,252,middle,0,0,0,support,low
0.91,0.66,many,212,middle,0,0,0,support,low
0.98,0.62,little,240,middle,1,0,0,support,low
0.74,0.54,middle,243,middle,0,0,0,IT,medium
0.88,0.55,many,168,short,0,0,0,product_mng,medium
0.66,0.84,many,186,middle,0,0,0,IT,medium
0.52,0.78,middle,181,middle,0,0,0,RandD,medium
0.3,0.54,little,99,short,0,0,0,RandD,medium
0.44,0.67,many,170,middle,1,0,0,marketing,medium
0.34,0.46,many,132,short,0,0,0,support,medium
0.52,0.59,middle,164,middle,0,0,0,technical,medium
0.26,0.47,middle,241,long,0,0,0,sales,low
0.57,0.96,many,203,long,0,0,0,sales,low
0.94,0.62,many,201,short,0,0,0,sales,low
0.29,0.43,many,175,middle,0,0,0,sales,low
0.62,0.75,many,183,long,1,0,0,sales,low
0.84,0.58,many,180,short,0,0,0,sales,low
0.48,0.96,many,224,short,1,0,0,sales,low
0.54,0.53,middle,184,middle,0,0,0,sales,low
0.74,0.67,many,148,middle,0,0,0,accounting,medium
0.97,0.55,many,258,middle,0,0,0,hr,medium
0.4,0.42,middle,146,short,1,0,0,hr,medium
0.92,0.57,middle,191,middle,0,0,0,support,low
0.51,0.51,many,189,middle,0,0,0,support,low
0.84,0.46,many,118,middle,0,0,0,support,low
0.91,0.88,many,223,middle,0,0,0,support,low
0.74,0.58,many,193,middle,0,0,0,support,medium
0.24,0.6,little,194,long,0,0,0,IT,medium
0.49,0.86,many,246,short,0,0,0,product_mng,medium
0.57,0.98,middle,171,middle,0,0,0,product_mng,medium
0.88,0.5,middle,206,short,0,0,0,RandD,medium
0.8,0.62,many,216,short,0,0,0,marketing,medium
0.14,0.63,many,215,long,0,0,0,sales,low
0.52,0.82,many,198,long,0,0,0,sales,low
0.52,0.93,little,271,middle,0,0,0,sales,low
0.96,0.95,many,265,short,0,0,0,sales,low
0.28,0.92,middle,151,middle,0,0,0,sales,low
0.59,0.63,many,153,middle,1,0,0,sales,low
0.54,0.48,many,196,short,0,0,0,hr,medium
0.7,0.5,middle,251,short,0,0,0,technical,medium
0.77,0.87,many,209,middle,0,0,0,technical,medium
0.5,0.64,middle,249,short,1,0,0,technical,low
0.16,0.73,many,170,middle,0,0,0,technical,low
0.83,0.71,middle,254,short,0,0,0,technical,low
0.12,0.9,middle,200,middle,0,0,0,support,low
0.98,0.56,middle,139,short,1,0,0,support,low
0.78,0.44,middle,97,long,0,0,0,IT,medium
0.64,0.56,middle,238,short,0,0,0,IT,medium
0.76,0.85,middle,204,short,1,0,0,product_mng,medium
0.51,0.69,middle,135,middle,0,0,0,IT,medium
0.68,0.44,many,165,middle,0,0,0,RandD,medium
0.77,0.73,many,159,middle,1,0,0,sales,medium
0.91,0.52,many,172,long,1,0,0,management,high
0.79,0.98,many,185,short,0,0,0,marketing,medium
0.82,0.51,many,232,middle,0,0,0,marketing,medium
0.83,0.62,many,218,middle,0,0,0,sales,low
0.47,0.7,many,134,middle,0,0,0,sales,low
0.29,0.57,many,149,middle,0,0,0,sales,low
0.72,0.64,many,140,short,0,0,0,sales,low
0.61,0.59,middle,157,short,0,0,0,sales,high
0.57,0.99,middle,231,middle,0,0,0,hr,low
0.99,0.92,many,213,short,0,0,0,hr,high
0.86,0.73,middle,159,middle,0,0,0,hr,medium
0.78,0.66,many,156,middle,1,0,0,technical,low
0.85,0.66,middle,235,middle,0,0,0,technical,low
0.73,0.55,middle,149,middle,0,0,0,technical,low
0.77,0.61,many,181,short,0,0,0,support,low
0.49,0.79,many,177,short,0,0,0,support,low
0.77,0.51,many,141,middle,1,0,0,technical,low
0.77,0.83,many,197,long,0,0,0,management,high
0.22,0.74,many,178,long,0,0,0,IT,low
0.6,0.91,many,185,middle,1,0,0,product_mng,low
0.94,0.62,middle,147,middle,0,0,0,product_mng,low
0.18,0.85,many,192,middle,0,0,0,product_mng,high
0.23,0.56,many,169,long,0,0,0,RandD,medium
0.34,0.69,middle,155,middle,0,0,0,marketing,medium
0.8,0.86,middle,226,short,0,0,0,accounting,medium
0.5,0.97,little,252,long,0,0,0,management,medium
0.96,0.94,middle,182,middle,0,0,0,marketing,high
